MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
1,3,0,6,8,10,82.22,1,0
2,3,1,5,98,7,343.81,1,0
1,2,1,9,5,5,65.75,0,0
1,3,0,9,38,6,167.56,1,0
2,4,0,8,34,5,151,1,0
2,3,1,2,48,10,194.49,1,0
1,2,1,8,80,7,296.39,1,1
3,3,1,8,18,1,90.9,1,0
1,3,1,5,69,7,255.12,1,0
2,4,0,9,4,8,74.16,1,0
3,1,1,5,100,5,341.78,1,0
3,2,0,8,88,5,313.17,1,1
2,2,0,3,5,6,49.88,0,0
2,3,1,7,42,9,187.89,1,0
3,2,1,8,33,8,160.25,1,0
1,4,1,5,80,7,289.35,1,0
1,4,0,5,41,4,158.39,1,0
2,4,1,3,88,1,287.1,1,0
3,3,0,3,71,2,237,1,0
3,3,0,2,61,6,218.1,1,0
2,1,1,1,99,4,321.99,1,0
3,2,1,6,22,9,124.57,1,0
1,2,0,10,69,8,270.35,1,1
1,3,1,2,34,9,147.52,1,0
3,3,0,6,97,6,338.9,1,0
2,1,1,8,16,6,99.63,1,0
1,3,0,7,70,3,247.42,1,1
2,1,0,7,61,8,237.23,1,1
3,2,1,9,52,7,217.07,1,0
3,2,0,3,50,8,194.05,1,0
1,4,0,9,78,9,300.11,1,1
1,3,0,7,31,5,136.8,1,0
1,3,1,5,15,7,92.04,1,0
3,3,1,2,47,6,178.26,1,0
1,1,0,8,97,10,355.02,1,1
1,2,0,7,4,6,57.83,0,0
3,4,0,3,82,3,274.81,1,0
3,4,1,3,14,5,79.05,1,0
1,4,1,3,7,1,41.37,0,0
3,1,1,4,3,10,63.72,0,0
3,3,0,1,45,9,177.5,1,0
3,4,0,9,27,10,151.89,1,0
3,4,0,10,30,5,146.07,1,0
2,4,1,8,70,8,272.9,1,1
1,3,1,2,9,7,64.86,0,0
1,3,0,4,61,2,207.6,1,0
2,3,0,8,25,7,129.97,1,0
3,1,0,6,29,9,142.26,1,0
2,4,0,4,42,3,155.92,1,0
3,3,1,1,33,6,132.96,1,0
1,3,0,5,42,10,181.88,1,0
2,2,1,7,7,1,52.54,0,0
2,1,1,10,89,2,311.81,1,1
1,4,0,4,42,10,179.87,1,0
3,1,0,8,36,7,162.28,1,0
2,2,1,3,73,3,246.94,1,0
2,1,0,6,23,6,112.29,1,0
1,1,1,4,35,4,136.66,1,0
1,4,1,8,51,6,207.25,1,0
1,3,1,2,49,10,196.4,1,0
1,3,1,7,98,7,348.74,1,1
1,2,1,1,89,4,291.69,1,0
3,2,1,4,68,1,228.81,1,0
1,2,1,4,85,2,281.51,1,0
3,3,1,2,9,10,77.82,1,0
1,3,1,2,55,10,214.52,1,0
1,2,1,9,85,1,293.03,1,1
1,1,0,5,55,9,215.54,1,0
3,2,1,10,89,4,321.09,1,1
2,3,1,10,40,2,165.85,1,0
3,4,0,2,62,10,236.45,1,0
3,1,0,8,24,2,108.14,1,0
1,1,1,3,41,5,155.34,1,0
2,3,0,3,89,6,304.57,1,0
1,3,1,6,9,9,84.1,1,0
1,4,0,4,54,4,194.63,1,0
2,2,0,9,38,3,156.92,1,0
3,3,0,2,67,6,236.22,1,0
3,4,0,2,63,6,225.15,1,0
3,2,0,5,36,1,132.75,1,0
3,1,0,7,88,5,309.14,1,1
1,1,1,10,76,5,282.18,1,1
2,2,0,10,100,5,354.34,1,1
2,1,0,8,54,7,215.53,1,0
2,1,1,10,57,6,229.49,1,0
2,4,0,8,41,10,190.04,1,0
1,2,1,6,93,10,340.35,1,0
3,3,1,3,23,8,115.96,1,0
3,1,1,1,94,4,308,1,0
3,1,0,9,87,5,312.16,1,1
3,2,1,5,25,1,101.97,1,0
2,1,0,5,24,6,112.29,1,0
1,1,0,8,10,10,92.28,1,0
1,2,1,7,65,4,237.33,1,1
3,1,1,4,80,7,285.52,1,0
3,4,0,5,6,7,65.65,0,0
1,2,0,5,75,2,251.89,1,0
1,3,1,6,12,3,71.68,1,0
3,2,1,7,78,6,285.97,1,1
1,1,0,1,14,2,54.58,0,0
2,2,0,5,60,8,229.18,1,0
1,3,0,7,55,5,209.28,1,0
3,3,0,9,31,10,162.96,1,0
3,1,1,2,89,3,292.34,1,0
3,3,1,1,68,8,245.82,1,0
1,4,1,3,37,7,153.45,1,0
2,3,1,1,23,4,94.49,1,0
2,3,1,2,7,5,52.77,0,0
3,1,0,8,35,3,144.94,1,0
3,4,1,5,100,9,359.13,1,0
1,3,1,8,7,8,80.52,1,0
1,3,1,8,12,5,84.88,1,0
1,3,1,10,66,2,243.26,1,1
2,1,0,5,63,6,230.07,1,0
2,1,1,8,18,3,94.93,1,0
2,1,1,3,72,4,246.49,1,0
3,4,0,2,71,8,256.47,1,0
1,3,0,1,84,9,293.06,1,0
2,3,1,8,100,2,341.01,1,1
1,2,0,2,70,5,238.47,1,0
1,2,1,9,71,6,268.65,1,1
1,1,0,8,100,4,342.6,1,1
1,4,1,8,37,9,175.71,1,0
2,4,1,2,68,4,234.42,1,0
1,1,0,9,47,7,196.3,1,0
3,3,0,10,43,10,202.22,1,0
3,2,1,7,69,2,244.47,1,1
1,1,1,8,76,2,265.4,1,1
2,2,1,5,71,9,268.42,1,0
3,4,1,5,96,1,318.41,1,0
1,4,0,8,57,9,233.67,1,0
2,3,0,6,69,9,263.97,1,0
2,4,0,10,78,6,293.5,1,1
2,3,1,8,97,8,353.43,1,1
1,2,0,7,58,8,228.07,1,0
2,1,1,3,49,4,177.03,1,0
2,4,1,5,41,4,161.94,1,0
2,2,0,3,11,4,60.84,0,0
3,2,1,9,21,8,127.03,1,0
3,2,0,5,17,6,93.27,1,0
3,2,1,8,14,7,99.29,1,0
1,3,0,10,53,1,197.98,1,0
1,1,0,4,52,3,181.98,1,0
2,2,0,6,44,3,165.98,1,0
1,4,1,10,29,6,146.85,1,0
1,2,0,6,34,8,152.57,1,0
1,1,0,6,63,5,228.4,1,0
2,4,1,7,36,9,170.78,1,0
1,3,0,8,91,4,317.44,1,1
3,4,1,3,98,2,321.99,1,0
2,2,1,8,97,1,327.36,1,1
1,4,1,3,92,4,308.81,1,0
1,2,0,5,59,7,221.47,1,0
1,1,1,9,2,2,44.94,0,0
2,3,1,3,44,9,181.85,1,0
3,4,1,3,47,9,193.03,1,0
3,3,0,2,16,10,96.52,1,0
1,4,1,2,85,9,302.55,1,0
1,1,1,8,61,6,234.42,1,1
3,2,0,6,12,9,91.93,1,0
3,1,0,8,87,8,319.88,1,1
2,2,0,3,27,4,109.16,1,0
3,1,1,9,69,1,245.92,1,1
1,1,0,4,6,1,35.9,0,0
2,1,1,4,68,6,244.59,1,0
3,2,1,7,73,9,281.61,1,1
3,2,0,7,62,8,242.37,1,1
1,2,0,10,81,8,306.59,1,1
2,4,1,8,59,10,246.84,1,0
2,1,0,8,47,2,176.49,1,0
2,1,1,8,29,7,142.47,1,0
3,3,1,1,72,10,265.06,1,0
3,2,1,1,65,10,242.91,1,0
1,4,1,2,49,10,197.41,1,0
2,3,1,2,59,7,216.97,1,0
2,2,1,2,67,4,229.38,1,0
3,3,1,8,20,5,111.26,1,0
3,3,0,9,17,4,99.2,1,0
2,2,0,7,46,8,192.94,1,0
3,2,1,8,61,10,251.97,1,1
1,2,0,10,74,2,263.97,1,1
2,3,1,8,56,7,226.03,1,0
3,2,0,4,77,5,267.87,1,0
2,2,0,9,1,1,38.02,0,0
3,1,1,8,70,1,245.92,1,1
2,1,1,6,81,3,279.15,1,0
2,4,0,6,55,2,197.64,1,0
2,3,1,7,20,9,121.45,1,0
1,2,0,5,51,3,182.99,1,0
3,2,1,2,44,1,150.29,1,0
1,1,1,5,68,9,257.24,1,0
2,2,1,3,12,7,77.04,1,0
2,4,0,5,74,6,266.32,1,0
2,3,0,1,67,4,224.93,1,0
3,2,0,6,97,2,323.57,1,0
2,1,0,8,14,9,101.89,1,0
3,1,0,5,60,3,211.38,1,0
3,3,1,10,32,5,153.54,1,0
1,2,1,4,29,5,123.13,1,0
2,4,1,1,47,7,178.72,1,0
2,2,1,3,24,6,109.7,1,0
2,3,0,7,82,6,295.51,1,1
1,3,0,9,47,1,176.84,1,0
3,2,1,6,4,1,41.57,0,0
3,1,0,5,18,8,102.44,1,0
1,2,1,4,23,7,112.17,1,0
1,4,1,4,10,5,67.77,0,0
1,1,1,5,31,1,116.86,1,0
3,4,0,6,78,10,296.85,1,0
3,2,1,7,63,10,254.99,1,1
3,1,0,3,11,2,53.78,0,0
3,3,1,2,33,7,139.56,1,0
1,2,0,4,32,8,140.49,1,0
1,4,0,4,49,8,193.85,1,0
2,3,1,5,65,4,233.41,1,0
1,1,1,3,95,1,304.1,1,0
2,2,1,8,88,5,314.5,1,1
1,1,0,8,76,9,288.02,1,1
3,2,1,2,32,8,139.11,1,0
2,3,0,7,16,6,96.19,1,0
2,1,1,1,54,6,193.25,1,0
3,4,1,2,4,10,63.73,0,0
3,1,0,3,94,8,325.92,1,0
3,1,1,7,47,10,205.66,1,0
1,2,1,2,23,10,116.87,1,0
3,2,0,5,58,1,199.19,1,0
2,3,1,4,74,1,246.83,1,0
1,3,1,6,65,1,224.58,1,0
1,1,0,6,91,3,305.8,1,0
3,1,1,1,24,4,96.6,1,0
3,3,1,6,29,2,121.66,1,0
1,4,0,5,2,6,47.77,0,0
3,2,0,3,66,6,235.21,1,0
2,1,0,4,30,3,116.65,1,0
2,2,1,3,55,4,196.16,1,0
1,2,1,8,14,8,100.65,1,0
2,3,1,9,31,3,139.23,1,0
1,1,0,3,62,9,230.64,1,0
1,2,1,8,69,7,263.17,1,1
2,4,0,7,71,5,259.72,1,1
1,3,0,8,62,2,222.7,1,1
1,2,0,10,9,6,81.99,1,0
2,2,0,9,65,7,252.78,1,1
3,2,1,9,37,5,164.61,1,0
3,4,1,1,32,8,138.11,1,0
3,4,0,9,60,9,247.97,1,0
3,1,0,1,38,5,140.02,1,0
3,4,0,2,28,5,115.87,1,0
3,3,1,8,24,6,126.92,1,0
2,1,1,9,72,10,286.09,1,1
3,2,0,7,57,4,212.95,1,0
3,1,1,5,95,3,319.52,1,0
1,2,0,2,31,1,106.37,1,0
2,1,0,6,48,2,173.47,1,0
1,3,0,9,15,6,98.1,1,0
1,1,0,1,75,7,256.7,1,0
2,3,0,4,50,8,196.97,1,0
2,1,0,7,9,1,55.13,0,0
2,4,0,1,82,9,289.14,1,0
1,4,1,1,61,2,201.99,1,0
1,3,0,9,68,4,251,1,1
1,1,0,4,18,3,79.3,1,0
1,1,1,4,89,9,317.64,1,0
2,2,1,2,32,4,123.68,1,0
1,3,1,4,70,9,262.28,1,0
1,2,0,2,98,3,315.87,1,0
1,1,0,1,23,8,103.24,1,0
3,4,0,9,36,9,175.49,1,0
1,2,0,5,68,2,230.75,1,0
3,3,1,10,9,5,84.08,1,0
2,1,0,4,80,9,289.13,1,0
2,1,0,7,9,8,80.19,1,0
3,2,0,1,76,8,266.53,1,0
3,3,1,3,70,10,265.06,1,0
2,2,1,6,48,8,198.4,1,0
2,1,0,6,85,5,295.95,1,0
1,2,0,2,36,6,139.37,1,0
2,1,1,10,91,1,314.27,1,1
2,2,0,6,11,8,84.22,1,0
2,1,0,6,53,9,213.63,1,0
1,3,0,7,55,2,198.54,1,0
2,3,1,7,48,7,198.85,1,0
3,3,0,4,43,6,169.78,1,0
2,2,0,4,65,9,244.84,1,0
3,2,1,6,35,5,149.51,1,0
2,3,0,4,96,9,339.47,1,0
1,4,1,5,68,10,263.85,1,0
1,1,1,2,76,10,275.92,1,0
1,3,1,2,1,6,37.12,0,0
2,2,0,9,99,10,366.2,1,1
3,4,0,6,84,6,300.65,1,0
2,2,0,3,49,9,193.5,1,0
2,4,1,9,90,7,332.74,1,1
1,1,0,2,35,3,124.6,1,0
1,3,1,3,69,4,238.34,1,0
2,4,1,3,74,5,259.14,1,0
3,1,0,1,67,1,213.28,1,0
2,4,0,4,7,10,75.28,1,0
3,2,1,5,23,3,103.09,1,0
3,1,1,4,96,3,319.52,1,0
3,3,0,2,31,9,138.24,1,0
2,1,1,9,51,6,208.35,1,0
1,4,0,1,41,9,164.21,1,0
3,1,0,8,75,3,265.74,1,1
1,3,1,10,95,5,341.58,1,1
3,4,0,3,76,2,253.11,1,0
2,2,0,4,3,1,28.96,0,0
2,4,1,10,46,10,213.62,1,0
3,2,1,4,34,5,140.45,1,0
1,3,1,4,81,2,270.44,1,0
1,3,0,3,69,7,246.64,1,0
3,3,0,6,89,10,329.06,1,0
1,4,0,9,76,9,294.07,1,1
2,3,0,8,2,1,39.03,0,0
3,2,1,7,52,2,193.13,1,0
3,3,1,10,64,6,253.76,1,1
2,4,1,4,70,7,257.24,1,0
1,1,0,1,69,10,249.32,1,0
3,1,0,9,30,10,157.92,1,0
2,4,1,10,63,8,257.8,1,1
2,2,1,6,6,9,75.14,1,0
1,3,0,2,52,4,181.54,1,0
1,4,1,10,100,6,361.27,1,1
1,3,1,8,39,8,177.16,1,0
1,2,1,10,28,1,123.91,1,0
2,1,1,10,13,3,85.87,1,0
1,2,0,5,59,9,228.63,1,0
1,4,0,6,90,9,327.29,1,0
2,1,0,8,9,1,58.15,0,0
1,1,1,10,56,2,211.04,1,0
3,4,1,3,92,10,332.51,1,0
1,3,0,10,9,7,86.58,1,0
3,4,1,8,100,5,353.87,1,1
1,1,0,9,49,5,195.18,1,0
3,4,0,9,73,8,283.65,1,1
2,3,0,1,62,3,206.25,1,0
2,1,0,10,9,5,78.51,1,0
3,2,0,5,58,7,220.67,1,0
2,2,1,5,67,5,242.02,1,0
3,2,1,3,81,8,290.11,1,0
1,4,0,5,99,6,340.71,1,0
1,4,0,6,6,6,62.87,0,0
1,2,1,7,60,2,215.07,1,0
1,1,0,10,8,9,88.7,1,0
2,3,0,9,63,2,229.85,1,1
1,1,1,1,79,1,249.74,1,0
3,3,0,9,35,5,157.14,1,0
1,1,1,2,18,6,86.44,1,0
3,1,0,4,73,2,244.04,1,0
3,1,0,8,67,1,234.42,1,1
2,2,0,10,73,6,276.38,1,1
3,2,1,3,27,8,127.03,1,0
2,1,1,7,37,6,160.03,1,0
2,2,1,10,62,6,245.6,1,1
1,1,0,8,44,7,184.22,1,0
1,2,0,10,9,1,64.09,0,0
2,3,0,8,92,5,325.15,1,1
3,3,0,3,73,3,246.62,1,0
3,4,0,5,100,3,335.21,1,0
1,3,1,3,91,9,322.68,1,0
2,4,0,7,56,2,203.68,1,0
1,1,0,1,7,1,29.86,0,0
1,1,1,7,9,3,63.62,0,0
3,3,0,10,7,3,68.44,0,0
3,2,1,1,25,8,114.95,1,0
1,4,0,8,29,10,152.69,1,0
1,3,0,10,35,6,161.52,1,0
2,3,1,5,83,8,302.09,1,0
1,4,1,8,34,5,152.33,1,0
1,3,1,3,78,2,258.36,1,0
2,3,0,9,25,4,122.25,1,0
2,4,1,1,34,4,128.72,1,0
2,3,1,8,91,3,317.41,1,1
3,1,0,1,72,9,257.02,1,0
3,3,1,7,31,8,152.2,1,0
1,2,0,5,44,5,169.01,1,0
3,3,1,9,2,9,74.24,1,0
2,2,0,5,35,9,157.26,1,0
3,1,1,9,74,2,264.6,1,1
3,2,1,7,100,10,366.73,1,1
1,1,1,10,58,8,238.56,1,0
2,1,1,7,13,2,73.23,1,0
1,2,0,1,14,8,77.07,1,0
3,3,1,3,24,1,93.92,1,0
1,2,0,9,72,3,258.49,1,1
3,4,1,9,38,7,176.81,1,0
1,4,1,4,46,8,187.23,1,0
1,3,1,5,76,7,276.26,1,0
3,1,1,9,48,6,200.4,1,0
3,2,0,2,35,8,145.73,1,0
2,3,0,2,22,8,106.37,1,0
3,1,0,8,37,5,158.14,1,0
2,2,0,10,77,1,270.56,1,1
2,4,0,6,15,6,91.16,1,0
1,4,0,7,29,3,124.61,1,0
3,2,1,7,25,5,122.33,1,0
1,4,0,4,80,2,265.99,1,0
2,3,0,8,19,5,104.69,1,0
1,2,0,7,21,9,119.91,1,0
1,2,0,1,80,10,283.55,1,0
1,4,0,5,80,10,297.65,1,0
1,2,0,9,19,5,105.59,1,0
3,2,1,7,66,5,246.15,1,1
3,3,1,7,92,3,318.52,1,1
3,3,0,5,80,3,273.8,1,0
1,4,0,2,93,2,299.21,1,0
1,2,0,10,5,5,66.33,0,0
2,2,0,1,68,10,248.42,1,0
2,3,1,4,40,2,147.73,1,0
3,3,1,3,26,4,110.7,1,0
3,2,1,3,50,7,192.91,1,0
2,4,0,4,62,1,209.16,1,0
2,1,0,4,31,4,123.25,1,0
1,4,1,8,46,2,177.83,1,0
1,2,1,9,22,9,131.41,1,0
3,4,1,4,68,6,248.73,1,0
1,1,0,9,2,5,53.24,0,0
3,4,0,3,25,9,124.15,1,0
3,3,1,4,31,9,146.72,1,0
2,2,1,3,19,2,80.28,1,0
1,4,1,7,12,10,100.77,1,0
3,4,1,8,40,10,190.57,1,0
1,3,0,10,8,4,72.82,1,0
3,3,0,9,19,7,115.98,1,0
3,1,0,3,72,6,252.32,1,0
1,3,0,6,93,6,324.6,1,0
3,4,0,4,76,5,266.87,1,0
3,1,0,9,44,8,193.04,1,0
1,4,1,1,28,9,127.39,1,0
3,2,1,7,74,8,281.05,1,1
1,1,1,3,86,7,298.4,1,0
3,4,0,7,85,4,299.53,1,1
3,3,1,8,90,1,308.34,1,1
2,4,0,6,82,9,304.24,1,0
3,1,0,8,21,2,99.08,1,0
2,4,0,3,1,2,25.5,0,0
2,1,0,5,25,8,122.47,1,0
2,2,0,2,44,10,178.96,1,0
1,4,0,5,97,7,338.25,1,0
1,4,1,3,23,10,121.91,1,0
2,4,1,7,9,1,60.6,0,0
2,3,0,9,91,3,317.99,1,1
3,3,1,6,33,9,158.8,1,0
1,1,0,8,36,1,138.58,1,0
3,4,0,7,21,4,106.25,1,0
3,3,0,6,54,4,201.88,1,0
3,1,0,3,10,1,47.18,0,0
1,1,1,4,65,5,230.84,1,0
3,3,1,9,79,9,306.78,1,1
3,1,1,9,30,8,153.2,1,0
3,3,0,8,5,3,56.36,0,0
3,4,1,4,9,2,56.23,0,0
3,2,1,1,62,7,223.11,1,0
2,4,1,8,32,2,136.66,1,0
2,1,1,2,95,5,316.51,1,0
3,1,1,3,96,9,337.98,1,0
1,2,0,1,22,10,108.39,1,0
3,1,0,9,8,10,91.48,1,0
2,1,1,6,40,8,173.23,1,0
3,4,0,8,22,1,101.55,1,0
1,3,0,1,68,2,219.68,1,0
3,2,0,1,10,2,45.73,0,0
1,3,1,10,87,6,321,1,1
3,3,0,10,54,8,228.28,1,0
1,4,0,3,1,4,31.55,0,0
2,3,1,2,1,1,20.33,0,0
3,1,1,4,1,1,25.46,0,0
1,4,1,3,40,1,141.03,1,0
1,4,0,5,82,8,296.53,1,0
2,4,1,5,47,9,197.96,1,0
2,1,0,1,64,10,235.33,1,0
2,3,1,4,87,7,307.57,1,0
2,3,1,1,1,7,38.79,0,0
2,4,0,6,31,3,128.74,1,0
1,4,1,10,49,6,207.25,1,0
1,1,0,6,61,7,229.52,1,0
1,1,0,1,76,1,238.24,1,0
1,1,1,6,27,9,136.44,1,0
3,3,0,4,64,4,226.04,1,0
2,1,1,10,62,5,241.01,1,1
1,3,1,9,50,1,188.34,1,0
3,3,1,2,82,1,266.06,1,0
3,4,0,5,18,9,109.05,1,0
3,1,1,2,62,4,214.38,1,0
2,2,1,10,45,6,194.26,1,0
1,1,0,8,74,9,281.98,1,1
3,3,0,6,31,7,143.16,1,0
1,2,0,2,34,10,147.65,1,0
2,2,0,10,53,6,215.98,1,0
1,4,0,8,69,1,241.27,1,1
1,3,0,2,84,5,281.76,1,0
1,3,1,7,69,8,264.74,1,1
3,2,1,8,81,9,308.79,1,1
3,2,1,3,13,5,74.01,1,0
3,4,0,8,13,10,106.59,1,0
2,2,1,4,71,5,251.08,1,0
3,4,0,10,55,5,221.57,1,0
2,1,1,10,17,5,105.11,1,0
2,4,1,9,27,8,146.06,1,0
3,2,1,6,92,8,332.39,1,0
3,1,1,1,20,2,77.36,1,0
3,4,1,10,12,10,112.05,1,0
2,4,0,4,66,5,235.56,1,0
2,4,0,9,59,6,233.1,1,0
3,1,1,10,66,1,239.88,1,1
3,4,0,6,43,3,166.09,1,0
1,3,0,7,37,2,144.18,1,0
2,2,1,6,95,6,333.18,1,0
3,2,1,1,60,2,199.17,1,0
1,3,1,6,84,8,307.02,1,0
1,1,1,6,11,9,88.12,1,0
1,3,0,1,6,7,50.34,0,0
3,4,1,8,78,5,287.43,1,1
3,3,1,2,78,6,271.88,1,0
2,1,1,7,100,10,364.61,1,1
3,4,1,9,45,9,205.11,1,0
1,3,0,8,67,1,234.22,1,1
2,1,1,8,94,9,345.93,1,1
2,4,0,5,77,2,261.06,1,0
3,1,0,4,74,10,275.7,1,0
3,3,0,5,57,7,218.66,1,0
3,3,1,7,70,2,248.5,1,1
1,1,1,5,85,8,305,1,0
1,4,1,9,83,7,310.49,1,1
3,3,1,10,73,10,295.26,1,1
3,3,1,3,46,8,185.42,1,0
1,4,1,4,25,4,109.49,1,0
3,3,0,1,90,10,316.98,1,0
2,4,0,9,72,7,275.94,1,1
3,1,1,1,24,1,85.86,1,0
3,2,0,4,24,4,104.23,1,0
2,3,0,2,86,10,306.81,1,0
2,3,1,5,37,6,156.01,1,0
2,3,1,9,52,9,224.13,1,0
2,1,0,10,41,4,171.57,1,0
2,4,1,3,60,2,206.12,1,0
3,4,0,2,6,5,49.43,0,0
2,4,1,7,53,6,211.38,1,0
1,4,1,9,32,6,152.89,1,0
1,1,0,3,24,2,90.82,1,0
1,3,0,8,77,10,296.64,1,1
2,3,0,2,1,3,25.05,0,0
3,4,1,1,16,7,86.21,1,0
3,2,1,1,47,1,156.33,1,0
1,4,1,4,21,7,108.15,1,0
1,1,0,1,39,8,151.56,1,0
2,3,1,6,24,10,134.09,1,0
2,2,1,7,31,3,132.18,1,0
1,3,1,10,75,5,281.18,1,1
1,4,1,4,57,1,195.39,1,0
3,3,1,8,83,10,319.42,1,1
1,3,1,7,41,5,169.44,1,0
1,3,1,2,18,4,81.3,1,0
2,4,1,2,20,4,89.46,1,0
3,3,0,9,86,10,329.06,1,1
1,4,0,5,92,5,315.99,1,0
3,3,0,7,6,3,56.36,0,0
2,3,0,9,50,3,194.17,1,0
1,1,0,4,45,3,160.84,1,0
2,2,1,6,11,2,65.18,0,0
3,1,1,2,66,4,226.46,1,0
2,4,1,3,69,5,244.04,1,0
2,2,0,3,26,3,102.56,1,0
3,1,1,6,46,7,188.88,1,0
1,3,0,3,17,1,68.12,0,0
1,4,1,7,84,8,311.05,1,1
1,2,1,3,13,8,82.53,1,0
2,4,1,4,18,2,82.3,1,0
1,2,0,5,47,3,170.91,1,0
1,4,1,10,29,3,136.11,1,0
3,2,0,4,91,2,299.41,1,0
1,1,1,3,66,10,248.74,1,0
3,3,1,7,4,5,59.92,0,0
2,3,1,2,80,8,283.97,1,0
3,2,0,9,32,6,150.65,1,0
3,4,0,3,98,2,319.55,1,0
3,4,0,5,69,6,252.33,1,0
3,4,0,1,10,8,69.23,0,0
1,1,0,7,9,4,64.76,0,0
1,1,0,5,100,4,333.54,1,0
2,1,1,5,3,9,62.05,0,0
2,1,1,7,63,6,238.55,1,1
2,4,0,10,95,3,334.1,1,1
1,3,1,2,75,9,271.34,1,0
3,2,0,6,58,10,234.43,1,0
2,1,1,10,13,5,93.03,1,0
3,4,1,6,25,3,114.17,1,0
3,1,0,2,61,2,201.76,1,0
3,1,0,5,70,9,263.06,1,0
1,1,1,3,42,8,169.1,1,0
2,2,0,3,74,8,265.42,1,0
2,1,1,6,58,3,209.69,1,0
1,3,1,8,16,2,86.22,1,0
3,2,1,3,45,7,177.81,1,0
2,4,1,4,38,8,164.18,1,0
3,1,1,7,74,10,287.2,1,1
3,2,1,9,99,7,359.01,1,1
1,4,0,9,68,3,248.43,1,1
2,2,0,3,71,1,231.3,1,0
3,4,1,3,57,2,198.17,1,0
1,3,0,5,32,8,144.52,1,0
2,2,0,4,58,2,198.64,1,0
3,1,1,3,10,3,56.78,0,0
3,2,1,6,45,4,176.13,1,0
1,3,1,5,23,10,126.94,1,0
1,1,1,7,41,3,160.26,1,0
3,4,0,9,30,5,143.05,1,0
3,2,1,6,57,1,201.63,1,0
2,4,0,7,6,1,49.1,0,0
1,2,0,3,12,5,66.33,0,0
2,1,1,6,18,8,106.79,1,0
1,3,0,10,53,1,197.98,1,0
2,4,0,9,28,8,146.64,1,0
2,2,0,8,22,7,119.9,1,0
3,1,0,8,51,2,189.68,1,0
1,1,1,3,16,10,97.74,1,0
2,4,1,8,31,6,147.96,1,0
1,2,1,7,85,4,297.73,1,1
3,4,1,3,4,5,48.85,0,0
1,2,1,5,30,6,132.75,1,0
1,3,0,1,37,10,154.7,1,0
2,1,0,7,6,5,60.39,0,0
3,2,0,7,58,10,237.45,1,0
3,2,1,5,53,1,186.53,1,0
2,4,1,7,18,7,109.26,1,0
1,4,1,1,66,2,217.09,1,0
1,4,0,4,57,1,192.95,1,0
1,4,1,8,7,5,70.79,1,0
1,4,1,3,99,3,326.37,1,0
2,2,0,2,36,3,129.74,1,0
2,3,1,1,83,5,279.27,1,0
3,3,1,2,47,7,181.84,1,0
1,4,0,8,84,1,286.57,1,1
1,1,0,10,52,3,200.1,1,0
2,4,1,8,60,7,239.12,1,0
3,3,1,2,2,1,24.46,0,0
2,2,0,5,90,10,326.94,1,0
1,4,0,9,27,1,117.45,1,0
2,4,1,9,97,6,350.3,1,1
2,1,0,6,46,10,196.07,1,0
3,1,0,9,68,2,244.04,1,1
1,4,0,7,25,2,108.95,1,0
3,4,1,5,67,1,230.83,1,0
3,3,0,10,61,2,227.94,1,1
3,3,0,7,60,8,237.34,1,0
3,3,0,4,18,5,90.7,1,0
1,4,0,8,48,6,195.75,1,0
2,2,0,9,18,7,110.84,1,0
3,3,0,4,65,1,218.32,1,0
2,2,0,8,60,8,238.24,1,0
1,1,0,8,6,7,69.46,0,0
3,1,0,5,96,2,316.52,1,0
3,3,0,1,62,4,210.94,1,0
1,1,0,8,65,7,247.64,1,1
1,3,1,3,78,7,276.26,1,0
1,1,0,8,51,3,191.04,1,0
3,4,0,1,82,3,268.77,1,0
3,1,0,6,57,1,198.18,1,0
2,2,0,10,34,7,162.18,1,0
1,4,0,5,87,7,308.05,1,0
1,4,1,8,37,1,147.07,1,0
3,2,1,6,41,8,178.37,1,0
3,2,0,6,71,1,241.47,1,0
1,3,1,7,18,4,96.4,1,0
3,2,1,4,83,6,292.01,1,0
2,3,1,5,59,8,229.61,1,0
1,4,0,6,55,1,192.95,1,0
1,4,1,1,87,1,276.93,1,0
1,3,0,5,80,10,296.64,1,0
1,2,0,4,47,8,185.79,1,0
1,4,1,1,15,3,66.65,0,0
1,4,1,4,37,1,134.99,1,0
2,1,0,5,84,3,282.75,1,0
2,4,0,4,24,3,101.56,1,0
1,4,1,1,49,9,190.81,1,0
1,1,0,1,22,3,82.32,1,0
3,4,1,4,24,3,105.11,1,0
2,3,0,2,7,3,43.17,0,0
1,4,0,1,4,5,38.15,0,0
1,4,1,5,55,10,224.59,1,0
2,1,0,9,72,2,255.01,1,1
1,1,0,2,7,1,32.88,0,0
3,4,0,10,99,4,350.87,1,1
2,4,0,8,15,6,97.2,1,0
2,3,0,10,47,6,198.87,1,0
2,3,0,5,33,9,152.23,1,0
2,1,0,4,25,7,115.87,1,0
3,3,0,8,78,10,301.88,1,1
2,4,0,3,55,1,185,1,0
3,4,0,1,53,5,188.35,1,0
2,2,1,9,64,4,241.46,1,1
2,3,1,4,60,3,211.71,1,0
2,3,1,5,69,7,256.23,1,0
3,2,1,4,54,3,193.69,1,0
2,1,0,9,56,8,228.17,1,0
